kyu,waza,taijutsu,embeded,disco_tissier,otro
2,suwari waza,kata dori ikkyo ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/u1OUCSo1Yy8?si=tYIMOZO-BiSb7QJk&amp;start=7"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,kata dori ikkyo ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/PV-BY95N5NI?si=H8gR1Kdzd2CNm-z3&amp;clip=UgkxHNBwe4wi8HTo6S-p7E9TZK1u6fzCgsTL&amp;clipt=EPb_Lxi72DE"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/PV-BY95N5NI?t=785,
2,tachi waza,kata dori kokyu nage,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/_qwNAt2A4SQ?si=MghWYdsjvdRp87-o&amp;start=4"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,suwari waza,kata dori nikyo omote ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/Hz2J2kM5hus?si=z2_OkwZoGKAjhNPM&amp;start=4"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,kata dori nikyo omote ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/BQ-5O7a_0n8?si=YQ6b8S-MotkECXDP"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,suwari waza,kata dori nikyo ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/Hz2J2kM5hus?si=1JvzLDhq18ETaHax&amp;start=26"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,kata dori nikyo ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/gNHC_p5y5kw?si=NxK9H3OWWTU5rHqz"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,kata dori sankyo omote ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/XlMJQMbfKo8?si=nf0NVGLC8NU6cPs9&amp;start=3"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,kata dori sankyo ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/XlMJQMbfKo8?si=HP4CEompNs9BuahT&amp;start=32"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,kata dori shiho nage,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/CIXkFct9OtA?si=mlzehlgLl60560Xx&amp;clip=UgkxvQnJJq3lGYpnFjVk9ewJk7KMMucBuFGN&amp;clipt=EKP-Jhjrhyg"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/CIXkFct9OtA?t=639,
2,tachi waza,kata dori yonkyo omote ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/PdLR-g5_avw?si=rxKuB_kHHr7ucJHf&amp;start=1"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,kata dori yonkyo ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/PdLR-g5_avw?si=qZag2ko__EVTpngG&amp;start=36"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,katate dori (libre),,,
2,hanmi handachi waza,katate dori kote gaeshi,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/gCO1popi3kU?si=vde6YKT56nlozYJY&amp;start=4"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,hanmi handachi waza,katate dori shihonage,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/aPrGOf0qDac?si=N0AxKRiMlthuuiV4&amp;start=5"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,tachi waza,morote dori ikkyo omote,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/LgIcPJYY9Qs?si=3MIVvnssCsnOHsOl&amp;clip=UgkxYEpWqJeeISbGMn6Gyj76kiBeCQdmol4Q&amp;clipt=EI3JBBi6rAU"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
2,tachi waza,morote dori ikkyo ura,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/LgIcPJYY9Qs?si=98cTgUOnDw3xY7nV&amp;clip=UgkxYslriiCeSa6KcTnd4JgvW7lCD79j9zOU&amp;clipt=ENi1BRiahwY"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
2,tachi waza,morote dori kokyu nage,,,
2,tachi waza,morote dori nikyo omote,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/LgIcPJYY9Qs?si=xCRPVsFClOhH-xsD&amp;clip=Ugkxjx_um3Flu-maUN4_BgnTKywl0SM4cdY3&amp;clipt=ELXBBxiQnQg"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
2,tachi waza,morote dori nikyo ura,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/7lJVri3WGQY?si=4jwrEsxkXP5Msib4&amp;start=6"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
2,hanmi handachi waza,shomen uchi irimi nage,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/CIXkFct9OtA?si=ZZMxKeqAmJB4-5_T&amp;clip=Ugkxr0iJVc5ThH70sNzte8_H9fHbgeWP6pw5&amp;clipt=ENXuUBiUj1I"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/CIXkFct9OtA?t=1326,
2,tachi waza,tsuki irimi nage,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/CIXkFct9OtA?si=EgsMebz5xwwGdybj&amp;clip=Ugkxq5GWMrMvLAwKPdbwKEfL-OofI8CPxMQD&amp;clipt=EK7YShjCh00"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/CIXkFct9OtA?t=1223,
2,tachi waza,tsuki kote gaeshi,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/ZA3MyX2y-Rk?si=kixpzpvJJU9isaIK&amp;start=2"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
2,tachi waza,ushiro ryote dori irimi nage,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/0sK5cjZ8g28?si=E3xbR0WFlEKxiNC-&amp;start=2"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/CIXkFct9OtA?t=1127,
2,tachi waza,ushiro ryote dori kote gaeshi,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/O5mimyLvZfk?si=HAsyy9rPCRWGp4Pr&amp;start=2"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/CIXkFct9OtA?t=2148,
2,tachi waza,yokomen uchi gokyo,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/P8bb1oN-6eU?si=jMGJMX-Pr3CL9E88"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
2,suwari waza,yokomen uchi gokyo ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/oFus9mb_1tM?si=TyUOJZ91uhEPpoFX&amp;start=3"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
1,tachi waza,katate dori ikkyo omote ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/PV-BY95N5NI?si=KS_NsebaKqJ-WZbY&amp;clip=UgkxzAUKQUBOtkHNwf5MFych5UOSLti5isTt&amp;clipt=EMCdJxjlgik"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/PV-BY95N5NI?t=642,
1,tachi waza,katate dori ikkyo ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/PV-BY95N5NI?si=kFz0SR379gEYpbSz&amp;clip=UgkxvZRAxTo3x0CA0u56fLtOipNmhMf0IA9C&amp;clipt=EMWLKRiQsSo"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/PV-BY95N5NI?t=672,
1,hanmi handachi waza,katate dori kaiten nage omote a ura,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/pOLjrSaKR2s?si=nxo3xVjV14QzrX08&amp;start=5"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
1,hanmi handachi waza,katate dori kokyu nage omote a ura,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/rpex8NlCwmk?si=ZdDB5ALupSS7db1u&amp;start=5"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,
1,tachi waza,katate dori koshi nage,,,
1,tachi waza,katate dori nikyo omote ,,,
1,tachi waza,katate dori nikyo ura ,,,
1,tachi waza,katate dori sankyo omote ,,,
1,tachi waza,katate dori sankyo ura ,,,
1,hanmi handachi waza,katate dori shiho nage ura        ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/Z4Hb13xtn6k?si=7TGvuCMM_xMqq0B_&amp;start=2"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
1,tachi waza,katate dori yonkyo omote ,,,
1,tachi waza,katate dori yonkyo ura ,,,
1,tachi waza,morote dori koshi nage,,,
1,hanmi handachi waza,ryote dori shiho nage omote,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/nfgQVbifof0?si=VFE18xMOp9m4Ngej&amp;start=2"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
1,hanmi handachi waza,ryote dori shiho nage ura ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/8UxI1IgZ2sw?si=ybsepTy1hx_qH-Qe&amp;start=2"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",,
1,tachi waza,shomen uchi kaiten nage,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/PowfZkuKn-s?si=RA4mAeFZgt98C_UF"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",https://youtu.be/CIXkFct9OtA?t=1627,
1,tachi waza,ushiro ryokata dori ikkyo,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/N9mbOb3zYcA?si=AIDp_sJLWzXtbceD"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,https://www.youtube.com/watch?v=LHZAQrneXnw
1,tachi waza,ushiro ryokata dori kokyu nage,,,
1,tachi waza,ushiro ryokata dori libre,,,
1,tachi waza,ushiro ryokata dori nikyo,,,
1,tachi waza,ushiro ryote dori ikkyo omote ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/PWEZfhmkt4I?si=dI5W6-4inJjAKWaC&amp;start=2"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe></div>",https://youtu.be/PV-BY95N5NI?t=947,
1,tachi waza,ushiro ryote dori ikkyo ura         ,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/n07sJtm8RPg?si=nuSpc_2FtCfAfuJl"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",https://youtu.be/PV-BY95N5NI?t=980,
1,tachi waza,ushiro ryote dori koshi nage,,,
1,tachi waza,ushiro ryote dori nikyo omote ,,,
1,tachi waza,ushiro ryote dori nikyo ura  ,,,
1,tachi waza,ushiro ryote dori sankyo omote ,,,
1,tachi waza,ushiro ryote dori sankyo ura   ,,,
1,tachi waza,ushiro ryote dori shiho nage omote,,,
1,tachi waza,ushiro ryote dori shiho nage ura ,,,
1,tachi waza,ushiro ryote dori yonkyo omote ,,,
1,tachi waza,ushiro ryote dori yonkyo ura  ,,,
1,hanmi handachi waza,yokomen uchi kokyu nage omote a ura,"<div class=""ratio ratio-16x9""><iframe src=""https://www.youtube.com/embed/rpex8NlCwmk?si=WiyOsx8IcClvnMa_&amp;start=4"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></div>",,